date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_team_confederation,home_team_ranking,away_team_confederation,away_team_ranking
1950-07-09,Spain,Uruguay,2,2,FIFA World Cup,São Paulo,Brazil,True,UEFA,1855.0,CONMEBOL,1679.0
1950-07-13,Brazil,Spain,6,1,FIFA World Cup,Rio de Janeiro,Brazil,False,CONMEBOL,1776.0,UEFA,1855.0
1950-07-16,Brazil,Uruguay,1,2,FIFA World Cup,Rio de Janeiro,Brazil,False,CONMEBOL,1776.0,CONMEBOL,1679.0
1951-06-03,Italy,France,4,1,Friendly,Genoa,Italy,False,UEFA,1718.0,UEFA,1853.0
1952-03-23,Mexico,Uruguay,1,3,Pan American Championship,Santiago,Chile,True,CONCACAF,1647.0,CONMEBOL,1679.0
1952-04-06,Brazil,Mexico,2,0,Pan American Championship,Santiago,Chile,True,CONMEBOL,1776.0,CONCACAF,1647.0
1952-04-16,Brazil,Uruguay,4,2,Pan American Championship,Santiago,Chile,True,CONMEBOL,1776.0,CONMEBOL,1679.0
1952-10-05,France,Germany,3,1,Friendly,Colombes,France,False,UEFA,1853.0,UEFA,1717.0
1952-12-07,Spain,Argentina,0,1,Friendly,Madrid,Spain,False,UEFA,1855.0,CONMEBOL,1886.0
1952-12-28,Spain,Germany,2,2,Friendly,Madrid,Spain,False,UEFA,1855.0,UEFA,1717.0
1953-03-15,Brazil,Uruguay,1,0,Copa América,Lima,Peru,True,CONMEBOL,1776.0,CONMEBOL,1679.0
1953-07-05,Argentina,Spain,1,0,Friendly,Buenos Aires,Argentina,False,CONMEBOL,1886.0,UEFA,1855.0
1954-03-07,Japan,South Korea,1,5,FIFA World Cup qualification,Tokyo,Japan,False,AFC,1653.0,AFC,1575.0
1954-03-14,Japan,South Korea,2,2,FIFA World Cup qualification,Tokyo,Japan,False,AFC,1653.0,AFC,1575.0
1954-04-11,France,Italy,1,3,Friendly,Colombes,France,False,UEFA,1853.0,UEFA,1718.0
1954-06-16,Brazil,Mexico,5,0,FIFA World Cup,Geneva,Switzerland,True,CONMEBOL,1776.0,CONCACAF,1647.0
1954-06-19,France,Mexico,3,2,FIFA World Cup,Geneva,Switzerland,True,UEFA,1853.0,CONCACAF,1647.0
1954-10-16,Germany,France,1,3,Friendly,Hanover,Germany,False,UEFA,1717.0,UEFA,1853.0
1954-12-05,Italy,Argentina,2,0,Friendly,Rome,Italy,False,UEFA,1718.0,CONMEBOL,1886.0
1955-03-17,Spain,France,1,2,Friendly,Madrid,Spain,False,UEFA,1855.0,UEFA,1853.0
1955-03-27,Argentina,Uruguay,6,1,Copa América,Santiago,Chile,True,CONMEBOL,1886.0,CONMEBOL,1679.0
1955-03-30,Germany,Italy,1,2,Friendly,Stuttgart,Germany,False,UEFA,1717.0,UEFA,1718.0
1955-12-18,Italy,Germany,2,1,Friendly,Rome,Italy,False,UEFA,1718.0,UEFA,1717.0
1956-02-05,Argentina,Brazil,0,1,Copa América,Montevideo,Uruguay,True,CONMEBOL,1886.0,CONMEBOL,1776.0
1956-02-10,Uruguay,Brazil,0,0,Copa América,Montevideo,Uruguay,False,CONMEBOL,1679.0,CONMEBOL,1776.0
1956-02-15,Italy,France,2,0,Friendly,Bologna,Italy,False,UEFA,1718.0,UEFA,1853.0
1956-02-15,Uruguay,Argentina,1,0,Copa América,Montevideo,Uruguay,False,CONMEBOL,1679.0,CONMEBOL,1886.0
1956-03-08,Mexico,Brazil,1,2,Pan American Championship,Mexico City,Mexico,False,CONCACAF,1647.0,CONMEBOL,1776.0
1956-03-13,Mexico,Argentina,0,0,Pan American Championship,Mexico City,Mexico,False,CONCACAF,1647.0,CONMEBOL,1886.0
1956-03-18,Argentina,Brazil,2,2,Pan American Championship,Mexico City,Mexico,True,CONMEBOL,1886.0,CONMEBOL,1776.0
1956-04-25,Italy,Brazil,3,0,Friendly,Milan,Italy,False,UEFA,1718.0,CONMEBOL,1776.0
1956-06-24,Argentina,Italy,1,0,Friendly,Avellaneda,Argentina,False,CONMEBOL,1886.0,UEFA,1718.0
1956-06-24,Brazil,Uruguay,2,0,Atlantic Cup,Rio de Janeiro,Brazil,False,CONMEBOL,1776.0,CONMEBOL,1679.0
1956-07-01,Brazil,Italy,2,0,Friendly,Rio de Janeiro,Brazil,False,CONMEBOL,1776.0,UEFA,1718.0
1956-07-01,Uruguay,Argentina,1,2,Atlantic Cup,Montevideo,Uruguay,False,CONMEBOL,1679.0,CONMEBOL,1886.0
1956-07-08,Argentina,Brazil,0,0,Atlantic Cup,Avellaneda,Argentina,False,CONMEBOL,1886.0,CONMEBOL,1776.0
1956-10-10,Uruguay,Argentina,1,2,Friendly,Paysandú,Uruguay,False,CONMEBOL,1679.0,CONMEBOL,1886.0
1956-11-14,Argentina,Uruguay,2,2,Friendly,Buenos Aires,Argentina,False,CONMEBOL,1886.0,CONMEBOL,1679.0
1957-03-13,Argentina,Colombia,8,2,Copa América,Lima,Peru,True,CONMEBOL,1886.0,CONMEBOL,1679.0
1957-03-17,Colombia,Uruguay,1,0,Copa América,Lima,Peru,True,CONMEBOL,1679.0,CONMEBOL,1679.0
1957-03-20,Argentina,Uruguay,4,0,Copa América,Lima,Peru,True,CONMEBOL,1886.0,CONMEBOL,1679.0
1957-03-24,Brazil,Colombia,9,0,Copa América,Lima,Peru,True,CONMEBOL,1776.0,CONMEBOL,1679.0
1957-03-28,Brazil,Uruguay,2,3,Copa América,Lima,Peru,True,CONMEBOL,1776.0,CONMEBOL,1679.0
1957-04-03,Argentina,Brazil,3,0,Copa América,Lima,Peru,True,CONMEBOL,1886.0,CONMEBOL,1776.0
1957-05-23,Uruguay,Argentina,0,0,Copa Newton,Montevideo,Uruguay,False,CONMEBOL,1679.0,CONMEBOL,1886.0
1957-06-05,Argentina,Uruguay,1,1,Copa Lipton,Buenos Aires,Argentina,False,CONMEBOL,1886.0,CONMEBOL,1679.0
1957-06-16,Colombia,Uruguay,1,1,FIFA World Cup qualification,Bogotá,Colombia,False,CONMEBOL,1679.0,CONMEBOL,1679.0
1957-06-30,Uruguay,Colombia,1,0,FIFA World Cup qualification,Montevideo,Uruguay,False,CONMEBOL,1679.0,CONMEBOL,1679.0
1957-07-07,Brazil,Argentina,1,2,Copa Roca,Rio de Janeiro,Brazil,False,CONMEBOL,1776.0,CONMEBOL,1886.0
1957-07-10,Brazil,Argentina,2,0,Copa Roca,São Paulo,Brazil,False,CONMEBOL,1776.0,CONMEBOL,1886.0
1958-03-13,France,Spain,2,2,Friendly,Paris,France,False,UEFA,1853.0,UEFA,1855.0
1958-03-19,Germany,Spain,2,0,Friendly,Frankfurt am Main,Germany,False,UEFA,1717.0,UEFA,1855.0
1958-04-06,Uruguay,Argentina,1,0,Friendly,Montevideo,Uruguay,False,CONMEBOL,1679.0,CONMEBOL,1886.0
1958-04-30,Argentina,Uruguay,2,0,Friendly,Buenos Aires,Argentina,False,CONMEBOL,1886.0,CONMEBOL,1679.0
1958-06-08,Argentina,Germany,1,3,FIFA World Cup,Malmö,Sweden,True,CONMEBOL,1886.0,UEFA,1717.0
1958-06-24,Brazil,France,5,2,FIFA World Cup,Solna,Sweden,True,CONMEBOL,1776.0,UEFA,1853.0
1958-06-28,France,Germany,6,3,FIFA World Cup,Gothenburg,Sweden,True,UEFA,1853.0,UEFA,1717.0
1958-10-26,France,Germany,2,2,Friendly,Colombes,France,False,UEFA,1853.0,UEFA,1717.0
1958-11-09,France,Italy,2,2,Friendly,Colombes,France,False,UEFA,1853.0,UEFA,1718.0
1959-02-28,Italy,Spain,1,1,Friendly,Rome,Italy,False,UEFA,1718.0,UEFA,1855.0
1959-03-26,Brazil,Uruguay,3,1,Copa América,Buenos Aires,Argentina,True,CONMEBOL,1776.0,CONMEBOL,1679.0
1959-03-30,Argentina,Uruguay,4,1,Copa América,Buenos Aires,Argentina,False,CONMEBOL,1886.0,CONMEBOL,1679.0
1959-04-04,Argentina,Brazil,1,1,Copa América,Buenos Aires,Argentina,False,CONMEBOL,1886.0,CONMEBOL,1776.0
1959-09-05,Japan,South Korea,0,0,Merdeka Tournament,Kuala Lumpur,Malaya,True,AFC,1653.0,AFC,1575.0
1959-09-06,Japan,South Korea,1,3,Merdeka Tournament,Kuala Lumpur,Malaya,True,AFC,1653.0,AFC,1575.0
1959-12-12,Brazil,Uruguay,0,3,Copa América,Guayaquil,Ecuador,True,CONMEBOL,1776.0,CONMEBOL,1679.0
1959-12-16,Argentina,Uruguay,0,5,Copa América,Guayaquil,Ecuador,True,CONMEBOL,1886.0,CONMEBOL,1679.0
1959-12-17,France,Spain,4,3,Friendly,Paris,France,False,UEFA,1853.0,UEFA,1855.0
1959-12-22,Argentina,Brazil,4,1,Copa América,Guayaquil,Ecuador,True,CONMEBOL,1886.0,CONMEBOL,1776.0
1960-03-06,Brazil,Mexico,2,2,Pan American Championship,San José,Costa Rica,True,CONMEBOL,1776.0,CONCACAF,1647.0
1960-03-10,Argentina,Mexico,3,2,Pan American Championship,San José,Costa Rica,True,CONMEBOL,1886.0,CONCACAF,1647.0
1960-03-13,Argentina,Brazil,2,1,Pan American Championship,San José,Costa Rica,True,CONMEBOL,1886.0,CONMEBOL,1776.0
1960-03-13,Spain,Italy,3,1,Friendly,Barcelona,Spain,False,UEFA,1855.0,UEFA,1718.0
1960-03-15,Brazil,Mexico,2,1,Pan American Championship,San José,Costa Rica,True,CONMEBOL,1776.0,CONCACAF,1647.0
1960-03-17,Argentina,Mexico,2,0,Pan American Championship,San José,Costa Rica,True,CONMEBOL,1886.0,CONCACAF,1647.0
1960-03-20,Argentina,Brazil,0,1,Pan American Championship,San José,Costa Rica,True,CONMEBOL,1886.0,CONMEBOL,1776.0
1960-05-26,Argentina,Brazil,4,2,Copa Roca,Buenos Aires,Argentina,False,CONMEBOL,1886.0,CONMEBOL,1776.0
1960-05-29,Argentina,Brazil,1,4,Copa Roca,Buenos Aires,Argentina,False,CONMEBOL,1886.0,CONMEBOL,1776.0
1960-07-09,Uruguay,Brazil,1,0,Atlantic Cup,Montevideo,Uruguay,False,CONMEBOL,1679.0,CONMEBOL,1776.0
1960-07-12,Brazil,Argentina,5,1,Atlantic Cup,Rio de Janeiro,Brazil,False,CONMEBOL,1776.0,CONMEBOL,1886.0
1960-07-24,Argentina,Spain,2,0,Friendly,Buenos Aires,Argentina,False,CONMEBOL,1886.0,UEFA,1855.0
1960-08-17,Argentina,Uruguay,4,0,Atlantic Cup,Buenos Aires,Argentina,False,CONMEBOL,1886.0,CONMEBOL,1679.0
1960-11-06,South Korea,Japan,2,1,FIFA World Cup qualification,Seoul,South Korea,False,AFC,1575.0,AFC,1653.0
1961-04-02,Spain,France,2,0,Friendly,Madrid,Spain,False,UEFA,1855.0,UEFA,1853.0
1961-06-11,Japan,South Korea,0,2,FIFA World Cup qualification,Tokyo,Japan,False,AFC,1653.0,AFC,1575.0
1961-06-11,Spain,Argentina,2,0,Friendly,Seville,Spain,False,UEFA,1855.0,CONMEBOL,1886.0
1961-06-15,Italy,Argentina,4,1,Friendly,Florence,Italy,False,UEFA,1718.0,CONMEBOL,1886.0
1961-12-10,France,Spain,1,1,Friendly,Colombes,France,False,UEFA,1853.0,UEFA,1855.0
1962-03-13,Uruguay,Argentina,1,1,Friendly,Montevideo,Uruguay,False,CONMEBOL,1679.0,CONMEBOL,1886.0
1962-03-28,Argentina,Mexico,1,0,Friendly,Buenos Aires,Argentina,False,CONMEBOL,1886.0,CONCACAF,1647.0
1962-04-01,Colombia,Mexico,0,1,Friendly,Bogotá,Colombia,False,CONMEBOL,1679.0,CONCACAF,1647.0
1962-04-04,Colombia,Mexico,2,2,Friendly,Cali,Colombia,False,CONMEBOL,1679.0,CONCACAF,1647.0
1962-04-11,Germany,Uruguay,3,0,Friendly,Hamburg,Germany,False,UEFA,1717.0,CONMEBOL,1679.0
1962-04-25,Mexico,Colombia,1,0,Friendly,Mexico City,Mexico,False,CONCACAF,1647.0,CONMEBOL,1679.0
1962-05-05,Italy,France,2,1,Friendly,Florence,Italy,False,UEFA,1718.0,UEFA,1853.0
1962-05-30,Brazil,Mexico,2,0,FIFA World Cup,Viña del Mar,Chile,True,CONMEBOL,1776.0,CONCACAF,1647.0
1962-05-30,Colombia,Uruguay,1,2,FIFA World Cup,Arica,Chile,True,CONMEBOL,1679.0,CONMEBOL,1679.0
1962-05-31,Germany,Italy,0,0,FIFA World Cup,Santiago,Chile,True,UEFA,1717.0,UEFA,1718.0
1962-06-03,Mexico,Spain,0,1,FIFA World Cup,Viña del Mar,Chile,True,CONCACAF,1647.0,UEFA,1855.0
1962-06-06,Brazil,Spain,2,1,FIFA World Cup,Viña del Mar,Chile,True,CONMEBOL,1776.0,UEFA,1855.0
1962-08-15,Argentina,Uruguay,3,1,Copa Lipton,Buenos Aires,Argentina,False,CONMEBOL,1886.0,CONMEBOL,1679.0
1962-08-30,South Korea,Japan,1,0,Asian Games,Jakarta,Indonesia,True,AFC,1575.0,AFC,1653.0
1962-10-24,Germany,France,2,2,Friendly,Stuttgart,Germany,False,UEFA,1717.0,UEFA,1853.0
1963-01-09,Spain,France,0,0,Friendly,Barcelona,Spain,False,UEFA,1855.0,UEFA,1853.0
1963-02-27,Nigeria,Senegal,4,0,Friendly,Kumasi,Ghana,True,CAF,1481.0,CAF,1630.0
1963-03-10,Argentina,Colombia,4,2,Copa América,Cochabamba,Bolivia,True,CONMEBOL,1886.0,CONMEBOL,1679.0
1963-03-14,Brazil,Colombia,5,1,Copa América,La Paz,Bolivia,True,CONMEBOL,1776.0,CONMEBOL,1679.0
1963-03-24,Argentina,Brazil,3,0,Copa América,La Paz,Bolivia,True,CONMEBOL,1886.0,CONMEBOL,1776.0
1963-04-13,Brazil,Argentina,2,3,Copa Roca,São Paulo,Brazil,False,CONMEBOL,1776.0,CONMEBOL,1886.0
1963-04-14,Senegal,Nigeria,5,1,African Friendship Games,Dakar,Senegal,False,CAF,1630.0,CAF,1481.0
1963-04-16,Brazil,Argentina,5,2,Copa Roca,Rio de Janeiro,Brazil,False,CONMEBOL,1776.0,CONMEBOL,1886.0
1963-04-18,Senegal,France,2,0,African Friendship Games,Dakar,Senegal,False,CAF,1630.0,UEFA,1853.0
1963-04-28,France,Brazil,2,3,Friendly,Colombes,France,False,UEFA,1853.0,CONMEBOL,1776.0
1963-05-05,Germany,Brazil,1,2,Friendly,Hamburg,Germany,False,UEFA,1717.0,CONMEBOL,1776.0
1963-05-12,Italy,Brazil,3,0,Friendly,Milan,Italy,False,UEFA,1718.0,CONMEBOL,1776.0
1963-08-13,South Korea,Japan,1,1,Merdeka Tournament,Kuala Lumpur,Malaya,True,AFC,1575.0,AFC,1653.0
1964-06-03,Brazil,Argentina,0,3,Friendly,São Paulo,Brazil,False,CONMEBOL,1776.0,CONMEBOL,1886.0
1965-03-13,Germany,Italy,1,1,Friendly,Hamburg,Germany,False,UEFA,1717.0,UEFA,1718.0
1965-06-03,France,Argentina,0,0,Friendly,Paris,France,False,UEFA,1853.0,CONMEBOL,1886.0
1965-06-06,Brazil,Germany,2,0,Friendly,Rio de Janeiro,Brazil,False,CONMEBOL,1776.0,UEFA,1717.0
1965-06-09,Brazil,Argentina,0,0,Friendly,Rio de Janeiro,Brazil,False,CONMEBOL,1776.0,CONMEBOL,1886.0
1965-09-07,Brazil,Uruguay,3,0,Friendly,Belo Horizonte,Brazil,False,CONMEBOL,1776.0,CONMEBOL,1679.0
1966-03-19,France,Italy,0,0,Friendly,Paris,France,False,UEFA,1853.0,UEFA,1718.0
1966-06-22,Italy,Argentina,3,0,Friendly,Turin,Italy,False,UEFA,1718.0,CONMEBOL,1886.0
1966-06-23,Spain,Uruguay,1,1,Friendly,La Coruña,Spain,False,UEFA,1855.0,CONMEBOL,1679.0
1966-06-29,Italy,Mexico,5,0,Friendly,Florence,Italy,False,UEFA,1718.0,CONCACAF,1647.0
1966-07-13,Argentina,Spain,2,1,FIFA World Cup,Birmingham,England,True,CONMEBOL,1886.0,UEFA,1855.0
1966-07-13,France,Mexico,1,1,FIFA World Cup,London,England,True,UEFA,1853.0,CONCACAF,1647.0
1966-07-15,France,Uruguay,1,2,FIFA World Cup,London,England,True,UEFA,1853.0,CONMEBOL,1679.0
1966-07-16,Argentina,Germany,0,0,FIFA World Cup,Birmingham,England,True,CONMEBOL,1886.0,UEFA,1717.0
1966-07-19,Mexico,Uruguay,0,0,FIFA World Cup,London,England,True,CONCACAF,1647.0,CONMEBOL,1679.0
1966-07-20,Germany,Spain,2,1,FIFA World Cup,Birmingham,England,True,UEFA,1717.0,UEFA,1855.0
1966-07-23,Germany,Uruguay,4,0,FIFA World Cup,Sheffield,England,True,UEFA,1717.0,CONMEBOL,1679.0
1966-08-14,South Korea,Japan,2,0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,AFC,1575.0,AFC,1653.0
1967-02-02,Uruguay,Argentina,1,0,Copa América,Montevideo,Uruguay,False,CONMEBOL,1679.0,CONMEBOL,1886.0
1967-06-25,Uruguay,Brazil,0,0,Copa Rio Branco,Montevideo,Uruguay,False,CONMEBOL,1679.0,CONMEBOL,1776.0
1967-06-28,Uruguay,Brazil,2,2,Copa Rio Branco,Montevideo,Uruguay,False,CONMEBOL,1679.0,CONMEBOL,1776.0
1967-07-01,Uruguay,Brazil,1,1,Copa Rio Branco,Montevideo,Uruguay,False,CONMEBOL,1679.0,CONMEBOL,1776.0
1967-08-01,Japan,South Korea,2,1,AFC Asian Cup qualification,Taipei,Taiwan,True,AFC,1653.0,AFC,1575.0
1967-08-22,Mexico,Argentina,2,1,Friendly,Mexico City,Mexico,False,CONCACAF,1647.0,CONMEBOL,1886.0
1967-09-27,Germany,France,5,1,Friendly,Berlin,Germany,False,UEFA,1717.0,UEFA,1853.0
1968-03-26,Mexico,Japan,4,0,Friendly,Mexico City,Mexico,False,CONCACAF,1647.0,AFC,1653.0
1968-05-21,Mexico,Uruguay,3,3,Friendly,Mexico City,Mexico,False,CONCACAF,1647.0,CONMEBOL,1679.0
1968-05-28,Mexico,Uruguay,2,2,Friendly,Mexico City,Mexico,False,CONCACAF,1647.0,CONMEBOL,1679.0
1968-06-05,Argentina,Uruguay,2,0,Copa Lipton,Buenos Aires,Argentina,False,CONMEBOL,1886.0,CONMEBOL,1679.0
1968-06-09,Brazil,Uruguay,2,0,Copa Rio Branco,São Paulo,Brazil,False,CONMEBOL,1776.0,CONMEBOL,1679.0
1968-06-12,Brazil,Uruguay,4,0,Copa Rio Branco,Rio de Janeiro,Brazil,False,CONMEBOL,1776.0,CONMEBOL,1679.0
1968-06-16,Germany,Brazil,2,1,Friendly,Stuttgart,Germany,False,UEFA,1717.0,CONMEBOL,1776.0
1968-06-20,Uruguay,Argentina,2,1,Copa Newton,Montevideo,Uruguay,False,CONMEBOL,1679.0,CONMEBOL,1886.0
1968-07-07,Mexico,Brazil,0,2,Friendly,Mexico City,Mexico,False,CONCACAF,1647.0,CONMEBOL,1776.0
1968-07-10,Mexico,Brazil,2,1,Friendly,Mexico City,Mexico,False,CONCACAF,1647.0,CONMEBOL,1776.0
1968-08-07,Brazil,Argentina,4,1,Friendly,Rio de Janeiro,Brazil,False,CONMEBOL,1776.0,CONMEBOL,1886.0
1968-08-11,Brazil,Argentina,3,2,Friendly,Belo Horizonte,Brazil,False,CONMEBOL,1776.0,CONMEBOL,1886.0
1968-09-25,France,Germany,1,1,Friendly,Marseille,France,False,UEFA,1853.0,UEFA,1717.0
1968-10-16,Colombia,Mexico,0,1,Friendly,Bogotá,Colombia,False,CONMEBOL,1679.0,CONCACAF,1647.0
1968-10-17,France,Spain,1,3,Friendly,Lyon,France,False,UEFA,1853.0,UEFA,1855.0
1968-10-26,Uruguay,Mexico,0,2,Friendly,Montevideo,Uruguay,False,CONMEBOL,1679.0,CONCACAF,1647.0
1968-10-31,Brazil,Mexico,1,2,Friendly,Rio de Janeiro,Brazil,False,CONMEBOL,1776.0,CONCACAF,1647.0
1968-11-03,Brazil,Mexico,2,1,Friendly,Belo Horizonte,Brazil,False,CONMEBOL,1776.0,CONCACAF,1647.0
1968-12-14,Brazil,Germany,2,2,Friendly,Rio de Janeiro,Brazil,False,CONMEBOL,1776.0,UEFA,1717.0
1968-12-22,Mexico,Germany,0,0,Friendly,Mexico City,Mexico,False,CONCACAF,1647.0,UEFA,1717.0
1969-01-01,Mexico,Italy,2,3,Friendly,Mexico City,Mexico,False,CONCACAF,1647.0,UEFA,1718.0
1969-01-05,Mexico,Italy,1,1,Friendly,Mexico City,Mexico,False,CONCACAF,1647.0,UEFA,1718.0
1969-02-04,Mexico,Colombia,1,0,Friendly,León,Mexico,False,CONCACAF,1647.0,CONMEBOL,1679.0
1969-04-23,Spain,Mexico,0,0,Friendly,Seville,Spain,False,UEFA,1855.0,CONCACAF,1647.0
1969-07-02,Colombia,Uruguay,0,1,Friendly,Cali,Colombia,False,CONMEBOL,1679.0,CONMEBOL,1679.0
1969-08-06,Colombia,Brazil,0,2,FIFA World Cup qualification,Bogotá,Colombia,False,CONMEBOL,1679.0,CONMEBOL,1776.0
1969-08-21,Brazil,Colombia,6,2,FIFA World Cup qualification,Rio de Janeiro,Brazil,False,CONMEBOL,1776.0,CONMEBOL,1679.0
1969-10-12,South Korea,Japan,2,2,FIFA World Cup qualification,Seoul,South Korea,False,AFC,1575.0,AFC,1653.0
1969-10-18,South Korea,Japan,2,0,FIFA World Cup qualification,Seoul,South Korea,False,AFC,1575.0,AFC,1653.0
1970-02-11,Spain,Germany,2,0,Friendly,Seville,Spain,False,UEFA,1855.0,UEFA,1717.0
1970-02-21,Spain,Italy,2,2,Friendly,Madrid,Spain,False,UEFA,1855.0,UEFA,1718.0
1970-03-04,Brazil,Argentina,0,2,Friendly,Porto Alegre,Brazil,False,CONMEBOL,1776.0,CONMEBOL,1886.0
1970-03-08,Brazil,Argentina,2,1,Friendly,Rio de Janeiro,Brazil,False,CONMEBOL,1776.0,CONMEBOL,1886.0
1970-04-08,Argentina,Uruguay,2,1,Friendly,Buenos Aires,Argentina,False,CONMEBOL,1886.0,CONMEBOL,1679.0
1970-04-15,Uruguay,Argentina,2,1,Friendly,Montevideo,Uruguay,False,CONMEBOL,1679.0,CONMEBOL,1886.0
1970-06-06,Italy,Uruguay,0,0,FIFA World Cup,Puebla,Mexico,True,UEFA,1718.0,CONMEBOL,1679.0
1970-06-14,Mexico,Italy,1,4,FIFA World Cup,Toluca,Mexico,False,CONCACAF,1647.0,UEFA,1718.0
1970-06-17,Brazil,Uruguay,3,1,FIFA World Cup,Guadalajara,Mexico,True,CONMEBOL,1776.0,CONMEBOL,1679.0
1970-06-17,Germany,Italy,3,4,FIFA World Cup,Mexico City,Mexico,True,UEFA,1717.0,UEFA,1718.0
1970-06-20,Germany,Uruguay,1,0,FIFA World Cup,Mexico City,Mexico,True,UEFA,1717.0,CONMEBOL,1679.0
1970-06-21,Brazil,Italy,4,1,FIFA World Cup,Mexico City,Mexico,True,CONMEBOL,1776.0,UEFA,1718.0
1970-08-02,Japan,South Korea,1,1,Merdeka Tournament,Kuala Lumpur,Malaysia,True,AFC,1653.0,AFC,1575.0
1970-09-30,Brazil,Mexico,2,1,Friendly,Rio de Janeiro,Brazil,False,CONMEBOL,1776.0,CONCACAF,1647.0
1970-12-18,Japan,South Korea,1,2,Asian Games,Bangkok,Thailand,True,AFC,1653.0,AFC,1575.0
1971-01-08,Argentina,France,3,4,Friendly,Buenos Aires,Argentina,False,CONMEBOL,1886.0,UEFA,1853.0
1971-01-13,Argentina,France,2,0,Friendly,Mar del Plata,Argentina,False,CONMEBOL,1886.0,UEFA,1853.0
1971-02-20,Italy,Spain,1,2,Friendly,Cagliari,Italy,False,UEFA,1718.0,UEFA,1855.0
1971-03-17,Spain,France,2,2,Friendly,Valencia,Spain,False,UEFA,1855.0,UEFA,1853.0
1971-07-14,Argentina,Uruguay,1,0,Friendly,Buenos Aires,Argentina,False,CONMEBOL,1886.0,CONMEBOL,1679.0
1971-07-18,Uruguay,Argentina,1,1,Friendly,Montevideo,Uruguay,False,CONMEBOL,1679.0,CONMEBOL,1886.0
1971-07-28,Argentina,Brazil,1,1,Copa Roca,Buenos Aires,Argentina,False,CONMEBOL,1886.0,CONMEBOL,1776.0
1971-07-31,Argentina,Brazil,2,2,Copa Roca,Buenos Aires,Argentina,False,CONMEBOL,1886.0,CONMEBOL,1776.0
1971-09-08,Germany,Mexico,5,0,Friendly,Hanover,Germany,False,UEFA,1717.0,CONCACAF,1647.0
1971-09-25,Italy,Mexico,2,0,Friendly,Genoa,Italy,False,UEFA,1718.0,CONCACAF,1647.0
1972-05-23,Spain,Uruguay,2,0,Friendly,Madrid,Spain,False,UEFA,1855.0,CONMEBOL,1679.0
1972-06-18,Colombia,France,2,3,Brazil Independence Cup,Salvador,Brazil,True,CONMEBOL,1679.0,UEFA,1853.0
1972-06-22,Argentina,Colombia,4,1,Brazil Independence Cup,Salvador,Brazil,True,CONMEBOL,1886.0,CONMEBOL,1679.0
1972-06-25,Argentina,France,0,0,Brazil Independence Cup,Salvador,Brazil,True,CONMEBOL,1886.0,UEFA,1853.0
1972-07-06,Argentina,Uruguay,1,0,Brazil Independence Cup,Porto Alegre,Brazil,True,CONMEBOL,1886.0,CONMEBOL,1679.0
1972-07-26,Japan,South Korea,0,3,Merdeka Tournament,Kuala Lumpur,Malaysia,True,AFC,1653.0,AFC,1575.0
1972-09-14,Japan,South Korea,2,2,Friendly,Tokyo,Japan,False,AFC,1653.0,AFC,1575.0
1972-10-11,Spain,Argentina,1,0,Friendly,Madrid,Spain,False,UEFA,1855.0,CONMEBOL,1886.0
1973-02-06,Mexico,Argentina,2,0,Friendly,Mexico City,Mexico,False,CONCACAF,1647.0,CONMEBOL,1886.0
1973-02-14,Germany,Argentina,2,3,Friendly,Munich,Germany,False,UEFA,1717.0,CONMEBOL,1886.0
1973-05-17,Argentina,Uruguay,1,1,Copa Lipton,Buenos Aires,Argentina,False,CONMEBOL,1886.0,CONMEBOL,1679.0
1973-05-23,Uruguay,Argentina,1,1,Copa Newton,Montevideo,Uruguay,False,CONMEBOL,1679.0,CONMEBOL,1886.0
1973-06-09,Italy,Brazil,2,0,Friendly,Rome,Italy,False,UEFA,1718.0,CONMEBOL,1776.0
1973-06-16,Germany,Brazil,0,1,Friendly,Berlin,Germany,False,UEFA,1717.0,CONMEBOL,1776.0
1973-06-23,South Korea,Japan,2,0,Friendly,Seoul,South Korea,False,AFC,1575.0,AFC,1653.0
1973-06-24,Colombia,Uruguay,0,0,FIFA World Cup qualification,Bogotá,Colombia,False,CONMEBOL,1679.0,CONMEBOL,1679.0
1973-07-05,Uruguay,Colombia,0,1,FIFA World Cup qualification,Montevideo,Uruguay,False,CONMEBOL,1679.0,CONMEBOL,1679.0
1973-10-13,Germany,France,2,1,Friendly,Gelsenkirchen,Germany,False,UEFA,1717.0,UEFA,1853.0
1973-11-24,Germany,Spain,2,1,Friendly,Stuttgart,Germany,False,UEFA,1717.0,UEFA,1855.0
1974-02-23,Spain,Germany,1,0,Friendly,Barcelona,Spain,False,UEFA,1855.0,UEFA,1717.0
1974-02-26,Italy,Germany,0,0,Friendly,Rome,Italy,False,UEFA,1718.0,UEFA,1717.0
1974-03-31,Brazil,Mexico,1,1,Friendly,Rio de Janeiro,Brazil,False,CONMEBOL,1776.0,CONCACAF,1647.0
1974-05-18,France,Argentina,0,1,Friendly,Paris,France,False,UEFA,1853.0,CONMEBOL,1886.0
1974-06-19,Argentina,Italy,1,1,FIFA World Cup,Stuttgart,Germany,True,CONMEBOL,1886.0,UEFA,1718.0
1974-06-30,Argentina,Brazil,1,2,FIFA World Cup,Hanover,Germany,True,CONMEBOL,1886.0,CONMEBOL,1776.0
